"02/13/2017 13:40:44","ubuntu","N/A","N/A","2.0.0","xccdf_org.cisecurity.benchmarks_benchmark_2.0.0_CIS_Ubuntu_Linux_14.04_LTS_Benchmark","CIS Ubuntu Linux 14.04 LTS Benchmark","xccdf_org.cisecurity.benchmarks_benchmark_2.0.0_CIS_Ubuntu_Linux_14.04_LTS_Benchmark","Level 1 - Server","xccdf_org.cisecurity.benchmarks_profile_Level_1_-_Server","xccdf_org.cisecurity.benchmarks_rule_1.1.1.1_Ensure_mounting_of_cramfs_filesystems_is_disabled","1.1.1.1","Ensure mounting of cramfs filesystems is disabled","pass","CCE-NONE"
"02/13/2017 13:40:44","ubuntu","N/A","N/A","2.0.0","xccdf_org.cisecurity.benchmarks_benchmark_2.0.0_CIS_Ubuntu_Linux_14.04_LTS_Benchmark","CIS Ubuntu Linux 14.04 LTS Benchmark","xccdf_org.cisecurity.benchmarks_benchmark_2.0.0_CIS_Ubuntu_Linux_14.04_LTS_Benchmark","Level 1 - Server","xccdf_org.cisecurity.benchmarks_profile_Level_1_-_Server","xccdf_org.cisecurity.benchmarks_rule_1.1.1.2_Ensure_mounting_of_freevxfs_filesystems_is_disabled","1.1.1.2","Ensure mounting of freevxfs filesystems is disabled","pass","CCE-NONE"
"02/13/2017 13:40:44","ubuntu","N/A","N/A","2.0.0","xccdf_org.cisecurity.benchmarks_benchmark_2.0.0_CIS_Ubuntu_Linux_14.04_LTS_Benchmark","CIS Ubuntu Linux 14.04 LTS Benchmark","xccdf_org.cisecurity.benchmarks_benchmark_2.0.0_CIS_Ubuntu_Linux_14.04_LTS_Benchmark","Level 1 - Server","xccdf_org.cisecurity.benchmarks_profile_Level_1_-_Server","xccdf_org.cisecurity.benchmarks_rule_1.1.1.3_Ensure_mounting_of_jffs2_filesystems_is_disabled","1.1.1.3","Ensure mounting of jffs2 filesystems is disabled","pass","CCE-NONE"
"02/13/2017 13:40:44","ubuntu","N/A","N/A","2.0.0","xccdf_org.cisecurity.benchmarks_benchmark_2.0.0_CIS_Ubuntu_Linux_14.04_LTS_Benchmark","CIS Ubuntu Linux 14.04 LTS Benchmark","xccdf_org.cisecurity.benchmarks_benchmark_2.0.0_CIS_Ubuntu_Linux_14.04_LTS_Benchmark","Level 1 - Server","xccdf_org.cisecurity.benchmarks_profile_Level_1_-_Server","xccdf_org.cisecurity.benchmarks_rule_1.1.1.4_Ensure_mounting_of_hfs_filesystems_is_disabled","1.1.1.4","Ensure mounting of hfs filesystems is disabled","pass","CCE-NONE"
"02/13/2017 13:40:44","ubuntu","N/A","N/A","2.0.0","xccdf_org.cisecurity.benchmarks_benchmark_2.0.0_CIS_Ubuntu_Linux_14.04_LTS_Benchmark","CIS Ubuntu Linux 14.04 LTS Benchmark","xccdf_org.cisecurity.benchmarks_benchmark_2.0.0_CIS_Ubuntu_Linux_14.04_LTS_Benchmark","Level 1 - Server","xccdf_org.cisecurity.benchmarks_profile_Level_1_-_Server","xccdf_org.cisecurity.benchmarks_rule_1.1.1.5_Ensure_mounting_of_hfsplus_filesystems_is_disabled","1.1.1.5","Ensure mounting of hfsplus filesystems is disabled","pass","CCE-NONE"
"02/13/2017 13:40:44","ubuntu","N/A","N/A","2.0.0","xccdf_org.cisecurity.benchmarks_benchmark_2.0.0_CIS_Ubuntu_Linux_14.04_LTS_Benchmark","CIS Ubuntu Linux 14.04 LTS Benchmark","xccdf_org.cisecurity.benchmarks_benchmark_2.0.0_CIS_Ubuntu_Linux_14.04_LTS_Benchmark","Level 1 - Server","xccdf_org.cisecurity.benchmarks_profile_Level_1_-_Server","xccdf_org.cisecurity.benchmarks_rule_1.1.1.6_Ensure_mounting_of_squashfs_filesystems_is_disabled","1.1.1.6","Ensure mounting of squashfs filesystems is disabled","pass","CCE-NONE"
"02/13/2017 13:40:44","ubuntu","N/A","N/A","2.0.0","xccdf_org.cisecurity.benchmarks_benchmark_2.0.0_CIS_Ubuntu_Linux_14.04_LTS_Benchmark","CIS Ubuntu Linux 14.04 LTS Benchmark","xccdf_org.cisecurity.benchmarks_benchmark_2.0.0_CIS_Ubuntu_Linux_14.04_LTS_Benchmark","Level 1 - Server","xccdf_org.cisecurity.benchmarks_profile_Level_1_-_Server","xccdf_org.cisecurity.benchmarks_rule_1.1.1.7_Ensure_mounting_of_udf_filesystems_is_disabled","1.1.1.7","Ensure mounting of udf filesystems is disabled","pass","CCE-NONE"
"02/13/2017 13:40:44","ubuntu","N/A","N/A","2.0.0","xccdf_org.cisecurity.benchmarks_benchmark_2.0.0_CIS_Ubuntu_Linux_14.04_LTS_Benchmark","CIS Ubuntu Linux 14.04 LTS Benchmark","xccdf_org.cisecurity.benchmarks_benchmark_2.0.0_CIS_Ubuntu_Linux_14.04_LTS_Benchmark","Level 1 - Server","xccdf_org.cisecurity.benchmarks_profile_Level_1_-_Server","xccdf_org.cisecurity.benchmarks_rule_1.1.1.8_Ensure_mounting_of_FAT_filesystems_is_disabled","1.1.1.8","Ensure mounting of FAT filesystems is disabled","fail","CCE-NONE"
"02/13/2017 13:40:44","ubuntu","N/A","N/A","2.0.0","xccdf_org.cisecurity.benchmarks_benchmark_2.0.0_CIS_Ubuntu_Linux_14.04_LTS_Benchmark","CIS Ubuntu Linux 14.04 LTS Benchmark","xccdf_org.cisecurity.benchmarks_benchmark_2.0.0_CIS_Ubuntu_Linux_14.04_LTS_Benchmark","Level 1 - Server","xccdf_org.cisecurity.benchmarks_profile_Level_1_-_Server","xccdf_org.cisecurity.benchmarks_rule_1.1.3_Ensure_nodev_option_set_on_tmp_partition","1.1.3","Ensure nodev option set on /tmp partition","pass","CCE-NONE"
"02/13/2017 13:40:44","ubuntu","N/A","N/A","2.0.0","xccdf_org.cisecurity.benchmarks_benchmark_2.0.0_CIS_Ubuntu_Linux_14.04_LTS_Benchmark","CIS Ubuntu Linux 14.04 LTS Benchmark","xccdf_org.cisecurity.benchmarks_benchmark_2.0.0_CIS_Ubuntu_Linux_14.04_LTS_Benchmark","Level 1 - Server","xccdf_org.cisecurity.benchmarks_profile_Level_1_-_Server","xccdf_org.cisecurity.benchmarks_rule_1.1.4_Ensure_nosuid_option_set_on_tmp_partition","1.1.4","Ensure nosuid option set on /tmp partition","pass","CCE-NONE"
